pos,Magnetic_Field,Electric_Field
0,0.00157,2.15218
1,0.00532,-0.14604
2,-0.00426,-1.37140
3,0.00170,2.23471
4,0.00521,0.03130
5,-0.00396,-1.15200
6,0.00163,2.24903
7,0.00489,0.13017
8,-0.00388,-1.01932
9,0.00134,2.17072
10,0.00438,0.13282
11,-0.00397,-0.98413
12,0.00091,1.99585
13,0.00373,0.04215
14,-0.00416,-1.03668
15,0.00040,1.74116
16,0.00306,-0.11835
17,-0.00435,-1.14738
18,-0.00007,1.44126
19,0.00245,-0.31016
20,-0.00444,-1.27470
21,-0.00041,1.14002
22,0.00199,-0.48780
23,-0.00436,-1.37269
24,-0.00056,0.88234
25,0.00174,-0.60895
26,-0.00407,-1.40269
27,-0.00050,0.70273
28,0.00170,-0.64362
29,-0.00357,-1.33984
30,-0.00024,0.61975
31,0.00184,-0.58056
32,-0.00291,-1.18069
33,0.00014,0.62960
34,0.00207,-0.43002
35,-0.00220,-0.94144
36,0.00056,0.70985
37,0.00231,-0.22106
38,-0.00151,-0.65732
39,0.00091,0.82072
40,0.00244,0.00419
41,-0.00095,-0.37145
42,0.00111,0.91824
43,0.00240,0.20050
44,-0.00059,-0.12968
45,0.00110,0.95825
46,0.00215,0.32834
47,-0.00044,0.03474
48,0.00088,0.91308
49,0.00170,0.36392
50,-0.00048,0.10155
51,-0.00203,1.65947
52,-0.00154,1.25354
53,-0.00330,1.06460
54,-0.00262,1.53874
55,-0.00211,1.14950
56,-0.00321,0.93085
57,-0.00264,1.13817
58,-0.00211,0.78424
59,-0.00255,0.56258
60,-0.00209,0.53239
61,-0.00156,0.24207
62,-0.00137,0.04714
63,-0.00111,-0.18182
64,-0.00068,-0.35564
65,0.00005,-0.46290
66,0.00011,-0.84134
67,0.00056,-0.88510
68,0.00126,-0.93870
69,0.00128,-1.25175
70,0.00165,-1.22003
71,0.00225,-1.18989
72,0.00214,-1.41303
73,0.00235,-1.28741
74,0.00279,-1.16172
75,0.00250,-1.28999
76,0.00252,-1.07252
77,0.00277,-0.86028
78,0.00228,-0.90942
79,0.00212,-0.62219
80,0.00219,-0.35127
81,0.00154,-0.35425
82,0.00123,-0.03454
83,0.00118,0.25440
84,0.00043,0.25451
85,0.00005,0.56234
86,-0.00005,0.82470
87,-0.00080,0.78420
88,-0.00116,1.03837
89,-0.00121,1.23536
90,-0.00189,1.11937
91,-0.00215,1.28980
92,-0.00207,1.39686
93,-0.00260,1.18698
94,-0.00269,1.26185
95,-0.00243,1.27405
96,-0.00277,0.97232
97,-0.00267,0.96064
98,-0.00221,0.89369
99,-0.00237,0.52220
100,-0.00102,0.45184
101,0.00016,0.22796
102,0.00123,0.01458
103,0.00206,-0.18112
104,0.00262,-0.34026
105,0.00286,-0.45087
106,0.00279,-0.50667
107,0.00246,-0.50746
108,0.00191,-0.45842
109,0.00122,-0.36918
110,0.00048,-0.25234
111,-0.00024,-0.12208
112,-0.00087,0.00755
113,-0.00135,0.12382
114,-0.00166,0.21660
115,-0.00178,0.27903
116,-0.00172,0.30787
117,-0.00149,0.30353
118,-0.00114,0.26960
119,-0.00072,0.21232
120,-0.00027,0.13949
121,0.00016,0.05985
122,0.00053,-0.01816
123,0.00081,-0.08698
124,0.00098,-0.14072
125,0.00103,-0.17557
126,0.00098,-0.18983
127,0.00083,-0.18417
128,0.00061,-0.16097
129,0.00034,-0.12422
130,0.00007,-0.07887
131,-0.00019,-0.03012
132,-0.00041,0.01682
133,-0.00057,0.05759
134,-0.00066,0.08874
135,-0.00069,0.10809
136,-0.00064,0.11497
137,-0.00054,0.10980
138,-0.00040,0.09430
139,-0.00024,0.07103
140,-0.00008,0.04293
141,0.00008,0.01331
142,0.00021,-0.01475
143,0.00030,-0.03873
144,0.00035,-0.05655
145,0.00035,-0.06706
146,0.00032,-0.07000
147,0.00026,-0.06569
148,0.00017,-0.05529
149,0.00007,-0.04046
150,-0.00003,-0.02298
151,-0.00012,-0.00485
152,-0.00019,0.01199
153,-0.00025,0.02610
154,-0.00027,0.03638
155,-0.00027,0.04207
156,-0.00025,0.04308
157,-0.00021,0.03984
158,-0.00016,0.03301
159,-0.00010,0.02354
160,-0.00004,0.01272
161,0.00002,0.00178
162,0.00006,-0.00828
163,0.00009,-0.01657
164,0.00011,-0.02232
165,0.00010,-0.02518
166,0.00009,-0.02524
167,0.00007,-0.02276
168,0.00003,-0.01815
169,-0.00000,-0.01201
170,-0.00004,-0.00516
171,-0.00007,0.00158
172,-0.00009,0.00756
173,-0.00011,0.01233
174,-0.00012,0.01554
175,-0.00012,0.01699
176,-0.00011,0.01659
177,-0.00009,0.01453
178,-0.00007,0.01116
179,-0.00005,0.00702
180,-0.00003,0.00263
181,-0.00001,-0.00151
182,0.00000,-0.00499
183,0.00001,-0.00754
184,0.00001,-0.00898
185,0.00001,-0.00929
186,0.00001,-0.00850
187,0.00000,-0.00680
188,-0.00000,-0.00444
189,-0.00001,-0.00171
190,-0.00002,0.00108
191,-0.00003,0.00361
192,-0.00003,0.00562
193,-0.00004,0.00691
194,-0.00004,0.00737
195,-0.00004,0.00697
196,-0.00004,0.00579
197,-0.00004,0.00398
198,-0.00004,0.00176
199,0.00000,-0.00060
