pos,Magnetic_Field,Electric_Field
0,-0.00003,-0.01015
1,-0.00003,-0.01007
2,-0.00003,-0.01000
3,-0.00003,-0.00992
4,-0.00003,-0.00985
5,-0.00003,-0.00978
6,-0.00003,-0.00971
7,-0.00003,-0.00964
8,-0.00003,-0.00957
9,-0.00003,-0.00950
10,-0.00003,-0.00943
11,-0.00002,-0.00936
12,-0.00002,-0.00929
13,-0.00002,-0.00923
14,-0.00002,-0.00916
15,-0.00002,-0.00910
16,-0.00002,-0.00903
17,-0.00002,-0.00897
18,-0.00002,-0.00891
19,-0.00002,-0.00884
20,-0.00002,-0.00878
21,-0.00002,-0.00872
22,-0.00002,-0.00866
23,-0.00002,-0.00860
24,-0.00002,-0.00854
25,-0.00002,-0.00848
26,-0.00002,-0.00842
27,-0.00002,-0.00837
28,-0.00002,-0.00831
29,-0.00002,-0.00825
30,-0.00002,-0.00820
31,-0.00002,-0.00814
32,-0.00002,-0.00809
33,-0.00002,-0.00803
34,-0.00002,-0.00798
35,-0.00002,-0.00793
36,-0.00002,-0.00787
37,-0.00002,-0.00782
38,-0.00002,-0.00777
39,-0.00002,-0.00772
40,-0.00002,-0.00767
41,-0.00002,-0.00762
42,-0.00002,-0.00757
43,-0.00002,-0.00752
44,-0.00002,-0.00747
45,-0.00002,-0.00742
46,-0.00002,-0.00738
47,-0.00002,-0.00733
48,-0.00002,-0.00728
49,-0.00002,-0.00724
50,-0.00002,-0.00719
51,-0.00002,-0.00715
52,-0.00002,-0.00710
53,-0.00002,-0.00706
54,-0.00002,-0.00701
55,-0.00002,-0.00697
56,-0.00002,-0.00692
57,-0.00002,-0.00688
58,-0.00002,-0.00684
59,-0.00002,-0.00680
60,-0.00002,-0.00676
61,-0.00002,-0.00671
62,-0.00002,-0.00667
63,-0.00002,-0.00663
64,-0.00002,-0.00659
65,-0.00002,-0.00655
66,-0.00002,-0.00651
67,-0.00002,-0.00647
68,-0.00002,-0.00644
69,-0.00002,-0.00640
70,-0.00002,-0.00636
71,-0.00002,-0.00632
72,-0.00002,-0.00628
73,-0.00002,-0.00625
74,-0.00002,-0.00621
75,-0.00002,-0.00617
76,-0.00002,-0.00614
77,-0.00002,-0.00610
78,-0.00002,-0.00607
79,-0.00002,-0.00603
80,-0.00002,-0.00600
81,-0.00002,-0.00596
82,-0.00002,-0.00593
83,-0.00002,-0.00589
84,-0.00002,-0.00586
85,-0.00002,-0.00583
86,-0.00002,-0.00579
87,-0.00002,-0.00576
88,-0.00002,-0.00573
89,-0.00002,-0.00570
90,-0.00002,-0.00567
91,-0.00001,-0.00563
92,-0.00001,-0.00560
93,-0.00001,-0.00557
94,-0.00001,-0.00554
95,-0.00001,-0.00551
96,-0.00001,-0.00548
97,-0.00001,-0.00545
98,-0.00001,-0.00542
99,-0.00001,-0.00539
100,-0.00002,-0.00536
101,-0.00002,-0.00533
102,-0.00002,-0.00530
103,-0.00002,-0.00526
104,-0.00002,-0.00522
105,-0.00003,-0.00517
106,-0.00003,-0.00512
107,-0.00003,-0.00508
108,-0.00003,-0.00502
109,-0.00003,-0.00497
110,-0.00003,-0.00491
111,-0.00004,-0.00485
112,-0.00004,-0.00479
113,-0.00004,-0.00472
114,-0.00004,-0.00465
115,-0.00004,-0.00458
116,-0.00004,-0.00451
117,-0.00005,-0.00443
118,-0.00005,-0.00435
119,-0.00005,-0.00427
120,-0.00005,-0.00419
121,-0.00005,-0.00410
122,-0.00005,-0.00402
123,-0.00005,-0.00393
124,-0.00006,-0.00383
125,-0.00006,-0.00374
126,-0.00006,-0.00365
127,-0.00006,-0.00355
128,-0.00006,-0.00345
129,-0.00006,-0.00335
130,-0.00006,-0.00325
131,-0.00007,-0.00314
132,-0.00007,-0.00304
133,-0.00007,-0.00293
134,-0.00007,-0.00282
135,-0.00007,-0.00271
136,-0.00007,-0.00260
137,-0.00007,-0.00249
138,-0.00007,-0.00238
139,-0.00007,-0.00226
140,-0.00007,-0.00215
141,-0.00008,-0.00203
142,-0.00008,-0.00192
143,-0.00008,-0.00180
144,-0.00008,-0.00168
145,-0.00008,-0.00157
146,-0.00008,-0.00144
147,-0.00008,-0.00133
148,-0.00008,-0.00121
149,-0.00008,-0.00109
150,-0.00008,-0.00097
151,-0.00008,-0.00085
152,-0.00008,-0.00073
153,-0.00008,-0.00061
154,-0.00008,-0.00049
155,-0.00008,-0.00037
156,-0.00008,-0.00025
157,-0.00008,-0.00014
158,-0.00008,-0.00002
159,-0.00008,0.00011
160,-0.00008,0.00021
161,-0.00008,0.00033
162,-0.00008,0.00046
163,-0.00008,0.00057
164,-0.00008,0.00066
165,-0.00008,0.00079
166,-0.00008,0.00094
167,-0.00008,0.00101
168,-0.00008,0.00108
169,-0.00008,0.00124
170,-0.00008,0.00141
171,-0.00008,0.00142
172,-0.00008,0.00144
173,-0.00008,0.00166
174,-0.00008,0.00191
175,-0.00008,0.00189
176,-0.00008,0.00171
177,-0.00008,0.00185
178,-0.00008,0.00237
179,-0.00008,0.00270
180,-0.00007,0.00232
181,-0.00007,0.00165
182,-0.00008,0.00173
183,-0.00009,0.00294
184,-0.00009,0.00433
185,-0.00008,0.00434
186,-0.00006,0.00236
187,-0.00004,-0.00047
188,-0.00004,-0.00187
189,-0.00008,0.00008
190,-0.00013,0.00566
191,-0.00019,0.01337
192,-0.00023,0.02087
193,-0.00025,0.02606
194,-0.00024,0.02793
195,-0.00020,0.02672
196,-0.00016,0.02346
197,-0.00010,0.01955
198,-0.00005,0.01622
