pos,Magnetic_Field,Electric_Field
0,-0.00002,-0.00809
1,-0.00002,-0.00803
2,-0.00002,-0.00798
3,-0.00002,-0.00793
4,-0.00002,-0.00787
5,-0.00002,-0.00782
6,-0.00002,-0.00777
7,-0.00002,-0.00772
8,-0.00002,-0.00767
9,-0.00002,-0.00762
10,-0.00002,-0.00757
11,-0.00002,-0.00752
12,-0.00002,-0.00747
13,-0.00002,-0.00742
14,-0.00002,-0.00738
15,-0.00002,-0.00733
16,-0.00002,-0.00728
17,-0.00002,-0.00724
18,-0.00002,-0.00719
19,-0.00002,-0.00715
20,-0.00002,-0.00710
21,-0.00002,-0.00706
22,-0.00002,-0.00701
23,-0.00002,-0.00697
24,-0.00002,-0.00692
25,-0.00002,-0.00688
26,-0.00002,-0.00684
27,-0.00002,-0.00680
28,-0.00002,-0.00676
29,-0.00002,-0.00671
30,-0.00002,-0.00667
31,-0.00002,-0.00663
32,-0.00002,-0.00659
33,-0.00002,-0.00655
34,-0.00002,-0.00651
35,-0.00002,-0.00647
36,-0.00002,-0.00644
37,-0.00002,-0.00640
38,-0.00002,-0.00636
39,-0.00002,-0.00632
40,-0.00002,-0.00628
41,-0.00002,-0.00625
42,-0.00002,-0.00621
43,-0.00002,-0.00617
44,-0.00002,-0.00614
45,-0.00002,-0.00610
46,-0.00002,-0.00607
47,-0.00002,-0.00603
48,-0.00002,-0.00600
49,-0.00002,-0.00596
50,-0.00002,-0.00593
51,-0.00002,-0.00589
52,-0.00002,-0.00586
53,-0.00002,-0.00583
54,-0.00002,-0.00579
55,-0.00002,-0.00576
56,-0.00002,-0.00573
57,-0.00002,-0.00570
58,-0.00002,-0.00567
59,-0.00001,-0.00563
60,-0.00001,-0.00560
61,-0.00001,-0.00557
62,-0.00001,-0.00554
63,-0.00001,-0.00551
64,-0.00001,-0.00548
65,-0.00001,-0.00545
66,-0.00001,-0.00542
67,-0.00001,-0.00539
68,-0.00001,-0.00536
69,-0.00001,-0.00533
70,-0.00001,-0.00530
71,-0.00001,-0.00528
72,-0.00001,-0.00525
73,-0.00001,-0.00522
74,-0.00001,-0.00519
75,-0.00001,-0.00516
76,-0.00001,-0.00514
77,-0.00001,-0.00511
78,-0.00001,-0.00508
79,-0.00001,-0.00506
80,-0.00001,-0.00503
81,-0.00001,-0.00500
82,-0.00001,-0.00498
83,-0.00001,-0.00495
84,-0.00001,-0.00493
85,-0.00001,-0.00490
86,-0.00001,-0.00488
87,-0.00001,-0.00485
88,-0.00001,-0.00483
89,-0.00001,-0.00480
90,-0.00001,-0.00478
91,-0.00001,-0.00475
92,-0.00001,-0.00473
93,-0.00001,-0.00471
94,-0.00001,-0.00468
95,-0.00001,-0.00466
96,-0.00001,-0.00464
97,-0.00001,-0.00461
98,-0.00001,-0.00459
99,-0.00001,-0.00457
100,-0.00001,-0.00455
101,-0.00002,-0.00452
102,-0.00002,-0.00449
103,-0.00002,-0.00446
104,-0.00002,-0.00443
105,-0.00002,-0.00440
106,-0.00002,-0.00436
107,-0.00002,-0.00432
108,-0.00003,-0.00428
109,-0.00003,-0.00424
110,-0.00003,-0.00419
111,-0.00003,-0.00414
112,-0.00003,-0.00409
113,-0.00003,-0.00404
114,-0.00004,-0.00398
115,-0.00004,-0.00393
116,-0.00004,-0.00387
117,-0.00004,-0.00381
118,-0.00004,-0.00375
119,-0.00004,-0.00368
120,-0.00004,-0.00361
121,-0.00005,-0.00355
122,-0.00005,-0.00348
123,-0.00005,-0.00340
124,-0.00005,-0.00333
125,-0.00005,-0.00326
126,-0.00005,-0.00318
127,-0.00005,-0.00310
128,-0.00005,-0.00302
129,-0.00006,-0.00294
130,-0.00006,-0.00286
131,-0.00006,-0.00277
132,-0.00006,-0.00269
133,-0.00006,-0.00260
134,-0.00006,-0.00252
135,-0.00006,-0.00243
136,-0.00006,-0.00234
137,-0.00006,-0.00225
138,-0.00006,-0.00216
139,-0.00006,-0.00206
140,-0.00007,-0.00197
141,-0.00007,-0.00188
142,-0.00007,-0.00178
143,-0.00007,-0.00169
144,-0.00007,-0.00159
145,-0.00007,-0.00149
146,-0.00007,-0.00140
147,-0.00007,-0.00130
148,-0.00007,-0.00120
149,-0.00007,-0.00111
150,-0.00007,-0.00101
151,-0.00007,-0.00091
152,-0.00007,-0.00081
153,-0.00007,-0.00071
154,-0.00007,-0.00062
155,-0.00007,-0.00052
156,-0.00007,-0.00042
157,-0.00007,-0.00033
158,-0.00008,-0.00023
159,-0.00008,-0.00013
160,-0.00008,-0.00004
161,-0.00008,0.00006
162,-0.00008,0.00016
163,-0.00008,0.00025
164,-0.00008,0.00034
165,-0.00008,0.00044
166,-0.00008,0.00053
167,-0.00008,0.00062
168,-0.00008,0.00072
169,-0.00008,0.00081
170,-0.00008,0.00088
171,-0.00008,0.00098
172,-0.00007,0.00108
173,-0.00007,0.00114
174,-0.00007,0.00121
175,-0.00007,0.00134
176,-0.00007,0.00143
177,-0.00007,0.00146
178,-0.00007,0.00152
179,-0.00007,0.00168
180,-0.00007,0.00179
181,-0.00007,0.00179
182,-0.00007,0.00184
183,-0.00007,0.00213
184,-0.00007,0.00250
185,-0.00006,0.00277
186,-0.00005,0.00314
187,-0.00005,0.00413
188,-0.00004,0.00597
189,-0.00002,0.00831
190,0.00002,0.01076
191,0.00005,0.01343
192,0.00008,0.01679
193,0.00010,0.02068
194,0.00011,0.02380
195,0.00011,0.02418
196,0.00011,0.02062
197,0.00009,0.01385
198,0.00005,0.00645
