0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,
0.00023,-0.02177,0.00335,0.01444,0.00317,0.01510,-0.03621,-0.00932,-0.01745,-0.01887,-0.00014,-0.01364,0.00672,-0.00915,0.00788,-0.00773,0.00773,-0.00788,0.00915,-0.00672,0.01364,0.00014,0.01887,0.01745,0.00932,0.03621,-0.01510,-0.00317,-0.01444,-0.00335,0.02177,-0.00023,
-0.02177,0.03781,0.02928,-0.02533,-0.02171,-0.03113,0.00047,-0.00877,-0.00064,0.01235,-0.00367,0.01134,-0.00365,0.00659,-0.00326,0.00389,-0.00389,0.00326,-0.00659,0.00365,-0.01134,0.00367,-0.01235,0.00064,0.00877,-0.00047,0.03113,0.02171,0.02533,-0.02928,-0.03781,0.02177,
-0.01019,0.03841,-0.01771,-0.04488,-0.00165,-0.02393,0.00393,0.02930,-0.01159,0.02927,-0.01687,0.01943,-0.01642,0.01341,-0.01302,0.01146,-0.01146,0.01302,-0.01341,0.01642,-0.01943,0.01687,-0.02927,0.01159,-0.02930,-0.00393,0.02393,0.00165,0.04488,0.01771,-0.03841,0.01019,
0.00593,-0.00750,-0.03140,-0.02406,0.02155,-0.00115,0.01095,-0.00441,-0.00197,0.00247,-0.01224,0.00984,-0.00955,0.01017,-0.00688,0.00794,-0.00794,0.00688,-0.01017,0.00955,-0.00984,0.01224,-0.00247,0.00197,0.00441,-0.01095,0.00115,-0.02155,0.02406,0.03140,0.00750,-0.00593,
0.02550,-0.03384,-0.03247,0.02511,-0.01186,-0.00078,0.00983,-0.00559,0.00032,0.00228,0.00618,0.00670,0.00741,0.00858,0.00239,0.00446,-0.00446,-0.00239,-0.00858,-0.00741,-0.00670,-0.00618,-0.00228,-0.00032,0.00559,-0.00983,0.00078,0.01186,-0.02511,0.03247,0.03384,-0.02550,
0.02187,-0.04495,-0.03801,0.02060,0.00353,0.01026,0.01244,-0.01673,0.03198,-0.01785,0.02798,0.00204,0.01782,0.00938,0.00683,0.00419,-0.00419,-0.00683,-0.00938,-0.01782,-0.00204,-0.02798,0.01785,-0.03198,0.01673,-0.01244,-0.01026,-0.00353,-0.02060,0.03801,0.04495,-0.02187,
-0.03193,-0.01465,0.00368,0.02163,-0.00504,0.00200,0.00799,-0.01075,0.01410,0.01514,0.02332,0.02466,0.02348,0.02214,0.00963,0.00872,-0.00872,-0.00963,-0.02214,-0.02348,-0.02466,-0.02332,-0.01514,-0.01410,0.01075,-0.00799,-0.00200,0.00504,-0.02163,-0.00368,0.01465,0.03193,
-0.01223,-0.03426,0.02677,0.00127,-0.00843,0.01073,-0.01003,0.02619,0.03022,0.02268,0.05077,0.02675,0.04367,0.01924,0.02564,-0.00128,0.00128,-0.02564,-0.01924,-0.04367,-0.02675,-0.05077,-0.02268,-0.03022,-0.02619,0.01003,-0.01073,0.00843,-0.00127,-0.02677,0.03426,0.01223,
-0.04287,-0.00107,0.02044,0.00784,-0.01708,0.03143,0.00018,0.02700,0.03541,0.04137,0.05454,0.03643,0.05988,0.01991,0.04149,-0.00824,0.00824,-0.04149,-0.01991,-0.05988,-0.03643,-0.05454,-0.04137,-0.03541,-0.02700,-0.00018,-0.03143,0.01708,-0.00784,-0.02044,0.00107,0.04287,
-0.03628,0.00525,0.03824,-0.01323,0.00037,0.00313,0.01656,0.04650,0.05592,0.05040,0.08226,0.05062,0.07416,0.04026,0.04709,0.00338,-0.00338,-0.04709,-0.04026,-0.07416,-0.05062,-0.08226,-0.05040,-0.05592,-0.04650,-0.01656,-0.00313,-0.00037,0.01323,-0.03824,-0.00525,0.03628,
-0.03646,0.01031,0.01985,-0.01574,0.00377,0.04009,0.01800,0.06818,0.05017,0.08931,0.06411,0.08815,0.07734,0.07428,0.06339,0.02328,-0.02328,-0.06339,-0.07428,-0.07734,-0.08815,-0.06411,-0.08931,-0.05017,-0.06818,-0.01800,-0.04009,-0.00377,0.01574,-0.01985,-0.01031,0.03646,
-0.03412,0.02148,0.03021,-0.01279,0.01026,0.01862,0.03687,0.07583,0.07138,0.08579,0.11101,0.09304,0.13485,0.11725,0.14928,0.06283,-0.06283,-0.14928,-0.11725,-0.13485,-0.09304,-0.11101,-0.08579,-0.07138,-0.07583,-0.03687,-0.01862,-0.01026,0.01279,-0.03021,-0.02148,0.03412,
-0.02543,0.01600,0.00830,-0.01936,0.02364,0.04406,0.04595,0.08729,0.07958,0.11802,0.10249,0.15366,0.18232,0.27412,0.37669,0.33412,-0.33412,-0.37669,-0.27412,-0.18232,-0.15366,-0.10249,-0.11802,-0.07958,-0.08729,-0.04595,-0.04406,-0.02364,0.01936,-0.00830,-0.01600,0.02543,
-0.02686,0.02522,0.02188,-0.00944,0.02305,0.03038,0.05508,0.09598,0.08441,0.12309,0.14743,0.19453,0.33803,0.63885,1.30257,1.83196,-1.83196,-1.30257,-0.63885,-0.33803,-0.19453,-0.14743,-0.12309,-0.08441,-0.09598,-0.05508,-0.03038,-0.02305,0.00944,-0.02188,-0.02522,0.02686,
-0.01817,0.01713,0.00145,-0.01640,0.03346,0.04884,0.06072,0.09901,0.09884,0.14224,0.15421,0.28123,0.56852,1.56264,4.70685,11.79264,-11.79264,-4.70685,-1.56264,-0.56852,-0.28123,-0.15421,-0.14224,-0.09884,-0.09901,-0.06072,-0.04884,-0.03346,0.01640,-0.00145,-0.01713,0.01817,
-0.02374,0.02557,0.01874,-0.00741,0.02822,0.03454,0.06276,0.10244,0.09225,0.14126,0.18316,0.32074,0.83576,3.06377,14.66628,83.11397,-83.11397,-14.66628,-3.06377,-0.83576,-0.32074,-0.18316,-0.14126,-0.09225,-0.10244,-0.06276,-0.03454,-0.02822,0.00741,-0.01874,-0.02557,0.02374,
-0.01817,0.01713,0.00145,-0.01640,0.03346,0.04884,0.06072,0.09901,0.09884,0.14224,0.15421,0.28123,0.56852,1.56264,4.70685,11.79264,-11.79264,-4.70685,-1.56264,-0.56852,-0.28123,-0.15421,-0.14224,-0.09884,-0.09901,-0.06072,-0.04884,-0.03346,0.01640,-0.00145,-0.01713,0.01817,
-0.02686,0.02522,0.02188,-0.00944,0.02305,0.03038,0.05508,0.09598,0.08441,0.12309,0.14743,0.19453,0.33803,0.63885,1.30257,1.83196,-1.83196,-1.30257,-0.63885,-0.33803,-0.19453,-0.14743,-0.12309,-0.08441,-0.09598,-0.05508,-0.03038,-0.02305,0.00944,-0.02188,-0.02522,0.02686,
-0.02543,0.01600,0.00830,-0.01936,0.02364,0.04406,0.04595,0.08729,0.07958,0.11802,0.10249,0.15366,0.18232,0.27412,0.37669,0.33412,-0.33412,-0.37669,-0.27412,-0.18232,-0.15366,-0.10249,-0.11802,-0.07958,-0.08729,-0.04595,-0.04406,-0.02364,0.01936,-0.00830,-0.01600,0.02543,
-0.03412,0.02148,0.03021,-0.01279,0.01026,0.01862,0.03687,0.07583,0.07138,0.08579,0.11101,0.09304,0.13485,0.11725,0.14928,0.06283,-0.06283,-0.14928,-0.11725,-0.13485,-0.09304,-0.11101,-0.08579,-0.07138,-0.07583,-0.03687,-0.01862,-0.01026,0.01279,-0.03021,-0.02148,0.03412,
