0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,
0.00099,-0.00908,0.00289,-0.00726,0.00480,-0.00483,0.00799,-0.00121,0.01102,0.00063,0.01202,0.00091,0.01120,-0.00118,0.00788,-0.00431,0.00431,-0.00788,0.00118,-0.01120,-0.00091,-0.01202,-0.00063,-0.01102,0.00121,-0.00799,0.00483,-0.00480,0.00726,-0.00289,0.00908,-0.00099,
-0.00908,0.00325,-0.00740,0.00603,-0.00450,0.01052,-0.00117,0.01358,0.00089,0.01513,0.00132,0.01369,-0.00028,0.01102,-0.00273,0.00699,-0.00699,0.00273,-0.01102,0.00028,-0.01369,-0.00132,-0.01513,-0.00089,-0.01358,0.00117,-0.01052,0.00450,-0.00603,0.00740,-0.00325,0.00908,
0.00452,-0.00932,0.00664,-0.00562,0.01175,-0.00066,0.01561,0.00325,0.01745,0.00395,0.01694,0.00210,0.01395,-0.00284,0.00951,-0.00687,0.00687,-0.00951,0.00284,-0.01395,-0.00210,-0.01694,-0.00395,-0.01745,-0.00325,-0.01561,0.00066,-0.01175,0.00562,-0.00664,0.00932,-0.00452,
-0.00750,0.00518,-0.00253,0.00960,0.00320,0.01446,0.00757,0.01689,0.00860,0.01729,0.00640,0.01332,0.00114,0.00824,-0.00246,0.00508,-0.00508,0.00246,-0.00824,-0.00114,-0.01332,-0.00640,-0.01729,-0.00860,-0.01689,-0.00757,-0.01446,-0.00320,-0.00960,0.00253,-0.00518,0.00750,
0.00646,-0.00610,0.01057,-0.00037,0.01982,0.00487,0.02412,0.00631,0.02394,0.00471,0.02042,0.00104,0.01372,-0.00524,0.00793,-0.00781,0.00781,-0.00793,0.00524,-0.01372,-0.00104,-0.02042,-0.00471,-0.02394,-0.00631,-0.02412,-0.00487,-0.01982,0.00037,-0.01057,0.00610,-0.00646,
-0.00567,0.01030,0.00246,0.01799,0.00973,0.02164,0.01260,0.02077,0.01114,0.01828,0.00523,0.01136,-0.00356,0.00558,-0.00698,0.00577,-0.00577,0.00698,-0.00558,0.00356,-0.01136,-0.00523,-0.01828,-0.01114,-0.02077,-0.01260,-0.02164,-0.00973,-0.01799,-0.00246,-0.01030,0.00567,
0.00959,-0.00062,0.01681,0.00827,0.02657,0.01196,0.02746,0.00902,0.02314,0.00291,0.01549,-0.00418,0.00684,-0.00990,0.00340,-0.00830,0.00830,-0.00340,0.00990,-0.00684,0.00418,-0.01549,-0.00291,-0.02314,-0.00902,-0.02746,-0.01196,-0.02657,-0.00827,-0.01681,0.00062,-0.00959,
-0.00195,0.01593,0.00970,0.02519,0.01621,0.02607,0.01461,0.01989,0.00817,0.01211,-0.00312,0.00068,-0.01379,-0.00409,-0.01274,0.00303,-0.00303,0.01274,0.00409,0.01379,-0.00068,0.00312,-0.01211,-0.00817,-0.01989,-0.01461,-0.02607,-0.01621,-0.02519,-0.00970,-0.01593,0.00195,
0.01458,0.00460,0.02350,0.01340,0.03167,0.01373,0.02785,0.00499,0.01694,-0.00841,0.00235,-0.02085,-0.00866,-0.02504,-0.00581,-0.01284,0.01284,0.00581,0.02504,0.00866,0.02085,-0.00235,0.00841,-0.01694,-0.00499,-0.02785,-0.01373,-0.03167,-0.01340,-0.02350,-0.00460,-0.01458,
0.00362,0.02116,0.01450,0.02854,0.01863,0.02594,0.01230,0.01316,-0.00245,-0.00366,-0.02251,-0.02253,-0.03766,-0.02670,-0.02885,-0.00332,0.00332,0.02885,0.02670,0.03766,0.02253,0.02251,0.00366,0.00245,-0.01316,-0.01230,-0.02594,-0.01863,-0.02854,-0.01450,-0.02116,-0.00362,
0.01987,0.00980,0.02655,0.01598,0.03146,0.01186,0.02226,-0.00393,0.00184,-0.02833,-0.02442,-0.05158,-0.04463,-0.05887,-0.03436,-0.02286,0.02286,0.03436,0.05887,0.04463,0.05158,0.02442,0.02833,-0.00184,0.00393,-0.02226,-0.01186,-0.03146,-0.01598,-0.02655,-0.00980,-0.01987,
0.00922,0.02519,0.01711,0.02880,0.01816,0.02209,0.00612,0.00085,-0.01987,-0.02890,-0.05495,-0.06457,-0.08686,-0.08125,-0.07663,-0.02611,0.02611,0.07663,0.08125,0.08686,0.06457,0.05495,0.02890,0.01987,-0.00085,-0.00612,-0.02209,-0.01816,-0.02880,-0.01711,-0.02519,-0.00922,
0.02467,0.01305,0.02910,0.01548,0.02998,0.00674,0.01453,-0.01685,-0.01706,-0.05643,-0.06244,-0.10492,-0.11397,-0.14898,-0.12897,-0.08116,0.08116,0.12897,0.14898,0.11397,0.10492,0.06244,0.05643,0.01706,0.01685,-0.01453,-0.00674,-0.02998,-0.01548,-0.02910,-0.01305,-0.02467,
0.01332,0.02847,0.01800,0.02945,0.01391,0.02032,-0.00428,-0.00762,-0.04199,-0.05362,-0.09929,-0.12442,-0.18495,-0.22868,-0.28668,-0.20296,0.20296,0.28668,0.22868,0.18495,0.12442,0.09929,0.05362,0.04199,0.00762,0.00428,-0.02032,-0.01391,-0.02945,-0.01800,-0.02847,-0.01332,
0.02747,0.01598,0.02891,0.01762,0.02417,0.00739,0.00335,-0.02059,-0.03767,-0.07464,-0.10516,-0.16489,-0.23712,-0.38458,-0.59536,-0.68688,0.68688,0.59536,0.38458,0.23712,0.16489,0.10516,0.07464,0.03767,0.02059,-0.00335,-0.00739,-0.02417,-0.01762,-0.02891,-0.01598,-0.02747,
0.01521,0.02992,0.01772,0.03079,0.01017,0.02140,-0.01095,-0.00913,-0.05421,-0.06410,-0.12642,-0.16835,-0.29239,-0.50837,-1.07810,-1.84012,1.84012,1.07810,0.50837,0.29239,0.16835,0.12642,0.06410,0.05421,0.00913,0.01095,-0.02140,-0.01017,-0.03079,-0.01772,-0.02992,-0.01521,
0.02747,0.01598,0.02891,0.01762,0.02417,0.00739,0.00335,-0.02059,-0.03767,-0.07464,-0.10516,-0.16489,-0.23712,-0.38458,-0.59536,-0.68688,0.68688,0.59536,0.38458,0.23712,0.16489,0.10516,0.07464,0.03767,0.02059,-0.00335,-0.00739,-0.02417,-0.01762,-0.02891,-0.01598,-0.02747,
0.01332,0.02847,0.01800,0.02945,0.01391,0.02032,-0.00428,-0.00762,-0.04199,-0.05362,-0.09929,-0.12442,-0.18495,-0.22868,-0.28668,-0.20296,0.20296,0.28668,0.22868,0.18495,0.12442,0.09929,0.05362,0.04199,0.00762,0.00428,-0.02032,-0.01391,-0.02945,-0.01800,-0.02847,-0.01332,
