0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,
0.01111,-0.00184,0.01071,-0.00433,0.00683,-0.00736,0.00365,-0.01014,0.00027,-0.01164,-0.00121,-0.01013,0.00165,-0.00710,0.00258,-0.00477,0.00477,-0.00258,0.00710,-0.00165,0.01013,0.00121,0.01164,-0.00027,0.01014,-0.00365,0.00736,-0.00683,0.00433,-0.01071,0.00184,-0.01111,
-0.00184,0.00940,-0.00395,0.00622,-0.00559,0.00192,-0.00936,-0.00064,-0.01021,-0.00215,-0.01015,-0.00169,-0.01035,-0.00061,-0.00655,0.00298,-0.00298,0.00655,0.00061,0.01035,0.00169,0.01015,0.00215,0.01021,0.00064,0.00936,-0.00192,0.00559,-0.00622,0.00395,-0.00940,0.00184,
0.00761,-0.00260,0.00431,-0.00963,0.00231,-0.01286,0.00007,-0.01584,-0.00126,-0.01499,-0.00037,-0.01385,0.00377,-0.01194,0.00672,-0.01060,0.01060,-0.00672,0.01194,-0.00377,0.01385,0.00037,0.01499,0.00126,0.01584,-0.00007,0.01286,-0.00231,0.00963,-0.00431,0.00260,-0.00761,
-0.00433,0.00973,-0.00793,-0.00073,-0.01452,-0.00748,-0.01403,-0.00301,-0.01013,-0.00272,-0.01072,-0.00284,-0.00957,-0.00237,-0.00378,0.00040,-0.00040,0.00378,0.00237,0.00957,0.00284,0.01072,0.00272,0.01013,0.00301,0.01403,0.00748,0.01452,0.00073,0.00793,-0.00973,0.00433,
0.00530,-0.00049,-0.00176,-0.01705,-0.01581,-0.02265,-0.00585,-0.01310,-0.00241,-0.01242,-0.00083,-0.01189,0.00594,-0.00958,0.01178,-0.01173,0.01173,-0.01178,0.00958,-0.00594,0.01189,0.00083,0.01242,0.00241,0.01310,0.00585,0.02265,0.01581,0.01705,0.00176,0.00049,-0.00530,
-0.00748,0.01098,-0.01566,-0.00578,-0.02960,-0.01330,-0.02028,0.00177,-0.01106,0.00359,-0.00980,0.00467,-0.00430,0.00567,0.00088,0.00276,-0.00276,-0.00088,-0.00567,0.00430,-0.00467,0.00980,-0.00359,0.01106,-0.00177,0.02028,0.01330,0.02960,0.00578,0.01566,-0.01098,0.00748,
0.00408,-0.00617,-0.01074,-0.02069,-0.02248,-0.02062,-0.00941,-0.00892,-0.00264,-0.00384,0.00589,0.00236,0.01668,0.00501,0.01842,-0.00609,0.00609,-0.01842,-0.00501,-0.01668,-0.00236,-0.00589,0.00384,0.00264,0.00892,0.00941,0.02062,0.02248,0.02069,0.01074,0.00617,-0.00408,
-0.01055,0.00172,-0.02030,-0.01049,-0.02483,-0.01178,-0.01656,0.00413,-0.00196,0.01341,0.00749,0.02312,0.01728,0.02377,0.01330,0.00749,-0.00749,-0.01330,-0.02377,-0.01728,-0.02312,-0.00749,-0.01341,0.00196,-0.00413,0.01656,0.01178,0.02483,0.01049,0.02030,-0.00172,0.01055,
-0.00233,-0.01525,-0.00987,-0.02516,-0.01149,-0.02204,0.00364,-0.00737,0.01878,0.01043,0.03729,0.02721,0.05037,0.02834,0.04088,-0.00106,0.00106,-0.04088,-0.02834,-0.05037,-0.02721,-0.03729,-0.01043,-0.01878,0.00737,-0.00364,0.02204,0.01149,0.02516,0.00987,0.01525,0.00233,
-0.01819,-0.00438,-0.01785,-0.01132,-0.01704,-0.00852,-0.00400,0.01461,0.02262,0.04181,0.04734,0.06537,0.06416,0.06994,0.04962,0.02334,-0.02334,-0.04962,-0.06994,-0.06416,-0.06537,-0.04734,-0.04181,-0.02262,-0.01461,0.00400,0.00852,0.01704,0.01132,0.01785,0.00438,0.01819,
