0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,
0.01426,-0.01243,0.00932,0.00219,0.00194,0.00945,0.00691,0.01171,0.00875,0.01517,0.01108,0.00216,0.00191,0.00722,0.00366,-0.00097,0.00097,-0.00366,-0.00722,-0.00191,-0.00216,-0.01108,-0.01517,-0.00875,-0.01171,-0.00691,-0.00945,-0.00194,-0.00219,-0.00932,0.01243,-0.01426,
-0.01243,0.01315,0.00728,0.00855,0.01769,0.00796,0.00838,0.00645,0.00525,0.00667,0.00050,0.01187,0.00080,-0.00021,-0.00423,0.00565,-0.00565,0.00423,0.00021,-0.00080,-0.01187,-0.00050,-0.00667,-0.00525,-0.00645,-0.00838,-0.00796,-0.01769,-0.00855,-0.00728,-0.01315,0.01243,
0.00897,-0.00013,0.02046,0.00226,0.02295,0.00167,0.01946,-0.00446,0.00151,-0.01138,0.00454,-0.00214,0.00237,-0.00343,-0.00164,-0.00145,0.00145,0.00164,0.00343,-0.00237,0.00214,-0.00454,0.01138,-0.00151,0.00446,-0.01946,-0.00167,-0.02295,-0.00226,-0.02046,0.00013,-0.00897,
-0.00524,0.01243,0.01976,0.00123,0.02490,0.00516,0.00568,0.00263,-0.00974,0.00472,-0.02095,0.01314,-0.01458,0.00921,-0.02365,0.01532,-0.01532,0.02365,-0.00921,0.01458,-0.01314,0.02095,-0.00472,0.00974,-0.00263,-0.00568,-0.00516,-0.02490,-0.00123,-0.01976,-0.01243,0.00524,
0.01037,0.00376,0.02972,-0.00227,0.03450,-0.00958,0.02241,-0.01935,-0.00310,-0.03042,-0.00255,-0.01115,-0.00234,-0.01578,-0.00341,-0.00227,0.00227,0.00341,0.01578,0.00234,0.01115,0.00255,0.03042,0.00310,0.01935,-0.02241,0.00958,-0.03450,0.00227,-0.02972,-0.00376,-0.01037,
-0.00111,0.01762,0.01342,0.00409,0.01203,0.00240,-0.00328,-0.00671,-0.01673,-0.00749,-0.02670,-0.00604,-0.02109,0.00174,-0.02182,0.00825,-0.00825,0.02182,-0.00174,0.02109,0.00604,0.02670,0.00749,0.01673,0.00671,0.00328,-0.00240,-0.01203,-0.00409,-0.01342,-0.01762,0.00111,
0.01699,0.00828,0.01648,0.00384,0.01300,-0.00983,0.00176,-0.02128,-0.01259,-0.03494,-0.01507,-0.02359,-0.01180,-0.02538,0.00020,-0.00879,0.00879,-0.00020,0.02538,0.01180,0.02359,0.01507,0.03494,0.01259,0.02128,-0.00176,0.00983,-0.01300,-0.00384,-0.01648,-0.00828,-0.01699,
0.01109,0.01572,-0.00150,0.00295,-0.01567,-0.00203,-0.02183,-0.01182,-0.02810,-0.01690,-0.03708,-0.02774,-0.02696,-0.00116,-0.02115,0.00220,-0.00220,0.02115,0.00116,0.02696,0.02774,0.03708,0.01690,0.02810,0.01182,0.02183,0.00203,0.01567,-0.00295,0.00150,-0.01572,-0.01109,
0.01654,0.01209,0.00160,-0.00518,-0.00338,-0.02773,-0.00657,-0.03945,-0.00966,-0.05560,-0.01938,-0.04638,-0.00859,-0.03085,0.00538,-0.02001,0.02001,-0.00538,0.03085,0.00859,0.04638,0.01938,0.05560,0.00966,0.03945,0.00657,0.02773,0.00338,0.00518,-0.00160,-0.01209,-0.01654,
0.00509,0.02662,-0.02227,0.00293,-0.03661,-0.01388,-0.02947,-0.03278,-0.02998,-0.04431,-0.03681,-0.05090,-0.01045,-0.00990,-0.00034,-0.01576,0.01576,0.00034,0.00990,0.01045,0.05090,0.03681,0.04431,0.02998,0.03278,0.02947,0.01388,0.03661,-0.00293,0.02227,-0.02662,-0.00509,
